Media Source,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
The New York Times,By the Book: Luis Alberto Urrea: By the Book https://t.co/lVoEGw8C6Z,Sun Mar 11 23:00:30 +0000 2018,0.0,0.0,1.0,0.0,125
The New York Times,"""The greatest challenge to lasting weight loss is the fact that no one can give up eating. Rather, one has to learn… https://t.co/ffa3mkQSiU",Sun Mar 11 22:43:40 +0000 2018,0.25,0.19,0.655,0.155,126
The New York Times,Opinion: The Ex-Jihadi in Plain Sight https://t.co/yd63gcbWIt,Sun Mar 11 22:29:16 +0000 2018,0.0,0.0,1.0,0.0,127
The New York Times,She's 101 and suing one of the most powerful companies in show business https://t.co/D404UnIV9G,Sun Mar 11 22:18:24 +0000 2018,0.2484,0.18,0.698,0.122,128
The New York Times,Who will be the top seeds in this year's NCAA tournament? Here's a primer. https://t.co/RVVLzdnf5a,Sun Mar 11 22:01:05 +0000 2018,0.2023,0.122,0.878,0.0,129
The New York Times,"We stand by our reporting, which was confirmed by multiple people close to President Trump https://t.co/IzXUsm5Rfz",Sun Mar 11 21:51:02 +0000 2018,0.0,0.0,1.0,0.0,130
The New York Times,Some skiers who crashed in the treacherous conditions at the Sochi Paralympics are seeking redemption in Pyeongchang https://t.co/dVsifxjxlG,Sun Mar 11 21:46:09 +0000 2018,0.0,0.0,1.0,0.0,131
The New York Times,"For the third time in 12 years, Chile’s two towering political figures will trade the powers of the presidency https://t.co/Jcl0Sogl0E",Sun Mar 11 21:31:04 +0000 2018,0.0,0.0,1.0,0.0,132
The New York Times,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/WkV1npiYlI",Sun Mar 11 21:16:06 +0000 2018,0.0,0.0,1.0,0.0,133
The New York Times,Another winter storm — the third in less than two weeks — is expected to hit New England starting on Monday evening https://t.co/3qSvGSl1bg,Sun Mar 11 21:01:02 +0000 2018,0.0,0.0,1.0,0.0,134
The New York Times,"RT @alexburnsNYT: ""People do want somebody who will fight for them""

Democrats, crushed in Ohio in 2016, trying to rebuild their populist c…",Sun Mar 11 20:46:21 +0000 2018,-0.6249,0.049,0.749,0.202,135
The New York Times,White evangelical Christians remain a core of President Trump's support. But there are signs that his hold on them… https://t.co/TPAB9HpyRf,Sun Mar 11 20:31:08 +0000 2018,0.4019,0.13,0.87,0.0,136
